"","AreaCode","SR","District","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"632","AREA # 090403","Mandalay","Myingyan","Natogyi","MMR010019","Natogyi","Natogyi","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","AREA # 090404","Mandalay","Nyaung U","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung","1","No - no difficulty",946,2177,2373,2148,2251,2365,2101,2048,2092,1629,1175,834,766,599,441,320,162,85,55,43,38,24,18,21,28,15,7,13,13,4,13,10,10,10,5,9,7,2,1,8,9,4,5,7,2,4,6,3,5,4,5,3,3,1,1,4,1,4,3,2,2,2,1,1,2,2,2,NA,1,2,2,NA,NA,NA,2,2,1,2,NA,NA,1,1,NA,NA,1,3
"634","AREA # 090404","Mandalay","Nyaung U","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung","2","Yes - some difficulty",NA,NA,1,NA,1,NA,2,1,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","AREA # 090404","Mandalay","Nyaung U","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung","3","Yes - a lot of difficulty",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","AREA # 090404","Mandalay","Nyaung U","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","AREA # 090405","Mandalay","Myingyan","Ngazun","MMR010021","Ngazun","Ngazun","1","No - no difficulty",520,870,1020,869,893,1019,891,863,765,615,407,341,278,233,156,90,48,26,17,10,14,6,10,8,8,12,7,5,2,2,9,4,5,NA,4,1,2,2,3,1,6,1,3,3,NA,NA,2,NA,5,1,1,2,2,1,NA,1,NA,NA,2,1,4,NA,3,NA,NA,2,NA,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"638","AREA # 090405","Mandalay","Myingyan","Ngazun","MMR010021","Ngazun","Ngazun","2","Yes - some difficulty",1,1,1,NA,1,NA,1,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","AREA # 090405","Mandalay","Myingyan","Ngazun","MMR010021","Ngazun","Ngazun","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","AREA # 090405","Mandalay","Myingyan","Ngazun","MMR010021","Ngazun","Ngazun","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"641","AREA # 090501","Mandalay","Nyaung U","Nyaung U","MMR010022","Nyaung-U","Nyaung U","1","No - no difficulty",547,1283,1553,1421,1372,1405,1362,1281,1393,1135,908,659,592,436,307,244,147,77,56,29,16,19,20,10,10,8,5,12,7,4,6,3,4,2,2,2,3,2,5,2,9,1,2,2,4,3,2,NA,3,2,1,NA,1,1,3,2,2,3,1,NA,1,1,3,NA,NA,2,NA,1,1,1,3,NA,2,NA,1,NA,1,1,2,NA,1,NA,NA,NA,NA,NA
"642","AREA # 090501","Mandalay","Nyaung U","Nyaung U","MMR010022","Nyaung-U","Nyaung U","2","Yes - some difficulty",NA,2,1,NA,NA,NA,1,1,1,NA,1,5,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"643","AREA # 090501","Mandalay","Nyaung U","Nyaung U","MMR010022","Nyaung-U","Nyaung U","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","AREA # 090501","Mandalay","Nyaung U","Nyaung U","MMR010022","Nyaung-U","Nyaung U","4","Yes - cannot see at all",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","AREA # 090551","Mandalay","Nyaung U","Ngathayauk","MMR010022","Nyaung-U","Ngat","1","No - no difficulty",125,315,369,372,339,412,338,351,383,311,226,197,151,102,78,79,37,27,16,14,8,4,4,6,5,3,1,3,NA,2,3,2,2,NA,3,1,NA,1,NA,NA,NA,NA,1,3,NA,2,NA,1,2,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"646","AREA # 090551","Mandalay","Nyaung U","Ngathayauk","MMR010022","Nyaung-U","Ngat","2","Yes - some difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","AREA # 090601","Mandalay","Yame`thin","Yame`thin","MMR010023","Yamethin","Yame`thin","1","No - no difficulty",874,1929,2033,1938,2020,2066,1898,1736,1577,1260,906,633,440,389,266,172,92,64,43,28,23,13,17,21,17,23,8,9,6,7,5,1,8,7,3,9,3,4,5,2,4,4,1,1,3,5,2,4,4,5,2,3,NA,4,2,5,NA,4,2,4,4,NA,2,NA,2,5,NA,2,1,2,2,1,NA,2,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,1
"648","AREA # 090601","Mandalay","Yame`thin","Yame`thin","MMR010023","Yamethin","Yame`thin","2","Yes - some difficulty",NA,4,1,4,2,2,1,1,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","AREA # 090601","Mandalay","Yame`thin","Yame`thin","MMR010023","Yamethin","Yame`thin","3","Yes - a lot of difficulty",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","AREA # 090601","Mandalay","Yame`thin","Yame`thin","MMR010023","Yamethin","Yame`thin","4","Yes - cannot see at all",2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"651","AREA # 090602","Mandalay","Yame`thin","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe","1","No - no difficulty",880,2072,2367,2121,2055,2130,2094,1976,1743,1302,1027,721,560,433,326,226,138,79,57,36,29,14,22,14,9,16,12,17,9,7,15,5,9,8,8,7,3,4,5,2,3,2,4,6,4,8,2,3,3,2,3,3,5,6,3,5,1,4,1,2,3,1,2,NA,NA,6,NA,3,1,3,1,1,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,4
"652","AREA # 090602","Mandalay","Yame`thin","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe","2","Yes - some difficulty",NA,NA,1,1,NA,1,2,2,1,2,1,3,5,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"653","AREA # 090602","Mandalay","Yame`thin","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"654","AREA # 090602","Mandalay","Yame`thin","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe","4","Yes - cannot see at all",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","AREA # 090701","Mandalay","Meiktila","Meiktila","MMR010028","Meiktila","Meiktila","1","No - no difficulty",781,2227,2626,2445,2414,2482,2406,2458,2299,2050,1553,1217,1068,952,661,462,252,176,81,63,48,25,24,24,19,37,10,20,14,13,13,8,7,9,7,12,7,8,9,6,10,11,7,5,5,11,4,9,10,2,9,2,1,4,4,5,1,2,6,1,11,2,2,5,2,3,2,1,1,1,2,NA,1,2,1,5,1,NA,1,1,NA,1,NA,NA,NA,1
"656","AREA # 090701","Mandalay","Meiktila","Meiktila","MMR010028","Meiktila","Meiktila","2","Yes - some difficulty",NA,NA,3,1,NA,2,2,2,3,3,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"657","AREA # 090701","Mandalay","Meiktila","Meiktila","MMR010028","Meiktila","Meiktila","3","Yes - a lot of difficulty",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","AREA # 090701","Mandalay","Meiktila","Meiktila","MMR010028","Meiktila","Meiktila","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","AREA # 090702","Mandalay","Meiktila","Mahlaing","MMR010029","Mahlaing","MahlYaing","1","No - no difficulty",407,1110,1176,1081,1013,1133,1140,1056,1002,764,499,384,309,205,150,104,53,46,15,14,14,15,6,13,10,16,9,7,8,5,4,1,6,4,5,6,2,4,3,4,8,2,3,2,1,1,1,1,2,3,2,4,3,3,1,4,1,1,2,NA,2,1,2,2,NA,NA,NA,1,NA,NA,2,2,NA,1,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,1
"660","AREA # 090702","Mandalay","Meiktila","Mahlaing","MMR010029","Mahlaing","MahlYaing","2","Yes - some difficulty",NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","AREA # 090702","Mandalay","Meiktila","Mahlaing","MMR010029","Mahlaing","MahlYaing","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","AREA # 090702","Mandalay","Meiktila","Mahlaing","MMR010029","Mahlaing","MahlYaing","4","Yes - cannot see at all",NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","AREA # 090703","Mandalay","Meiktila","Thazi","MMR010030","Thazi","Thazi","1","No - no difficulty",695,1637,1907,1738,1730,1745,1618,1522,1407,1053,834,596,472,369,274,185,113,62,45,27,26,17,17,16,13,11,9,6,8,6,6,7,5,5,10,2,4,4,3,6,3,2,4,2,4,5,3,1,2,1,3,1,2,2,1,6,2,2,2,1,1,NA,1,2,NA,NA,1,3,NA,NA,4,NA,1,1,2,1,NA,NA,1,1,NA,NA,2,1,NA,3
"664","AREA # 090703","Mandalay","Meiktila","Thazi","MMR010030","Thazi","Thazi","2","Yes - some difficulty",NA,1,1,2,1,2,1,2,4,NA,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"665","AREA # 090703","Mandalay","Meiktila","Thazi","MMR010030","Thazi","Thazi","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","AREA # 090703","Mandalay","Meiktila","Thazi","MMR010030","Thazi","Thazi","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"667","AREA # 090704","Mandalay","Meiktila","Wundwin","MMR010031","Wundwin","Wundwin","1","No - no difficulty",586,1517,1747,1592,1557,1754,1543,1514,1309,840,689,522,404,322,246,171,101,63,29,16,23,7,15,10,11,7,5,4,5,7,6,2,8,5,5,5,7,5,4,3,5,2,5,2,2,2,2,4,2,NA,3,1,1,4,1,3,2,NA,4,NA,1,2,2,1,3,2,NA,2,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,2
"668","AREA # 090704","Mandalay","Meiktila","Wundwin","MMR010031","Wundwin","Wundwin","2","Yes - some difficulty",NA,NA,2,NA,1,1,2,3,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","AREA # 090704","Mandalay","Meiktila","Wundwin","MMR010031","Wundwin","Wundwin","3","Yes - a lot of difficulty",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","AREA # 090704","Mandalay","Meiktila","Wundwin","MMR010031","Wundwin","Wundwin","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","AREA # 100101","Mon","Mawlamyine","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine","1","No - no difficulty",492,1747,2009,1937,2008,1910,1968,1940,1984,1822,1341,1109,887,817,673,444,240,134,83,39,35,20,24,22,22,17,12,20,15,8,9,17,14,14,9,11,10,4,6,20,4,4,NA,5,4,7,5,8,3,9,8,5,4,4,5,8,3,2,NA,2,1,4,7,4,2,5,1,2,1,2,2,3,1,2,1,2,NA,2,NA,NA,3,1,1,NA,NA,2
"672","AREA # 100101","Mon","Mawlamyine","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine","2","Yes - some difficulty",NA,NA,1,2,NA,NA,2,2,7,4,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"673","AREA # 100101","Mon","Mawlamyine","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","AREA # 100101","Mon","Mawlamyine","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine","4","Yes - cannot see at all",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","AREA # 100102","Mon","Mawlamyine","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw","1","No - no difficulty",557,1697,1887,1944,1815,1920,1793,1870,1615,1259,790,409,356,281,169,126,68,39,28,14,13,15,5,7,9,7,6,8,8,1,10,3,1,2,5,4,2,3,1,6,9,5,4,3,2,4,4,6,4,2,1,3,NA,2,2,2,1,2,1,1,NA,2,3,NA,NA,1,1,NA,2,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"676","AREA # 100102","Mon","Mawlamyine","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw","2","Yes - some difficulty",NA,1,1,4,NA,1,3,1,NA,NA,1,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
