"","AreaCode","SR","District","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"221","AREA # 050251","Sagaing","Shwebo","Kyaukmyaung(ST)","MMR005004","Shwebo","Kyaukmyaung(ST)","1","No - no difficulty",102,239,239,212,220,251,243,222,202,149,99,91,73,50,30,29,12,13,5,2,5,3,2,4,4,4,NA,1,NA,1,4,2,2,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,2,1,NA,2,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"222","AREA # 050251","Sagaing","Shwebo","Kyaukmyaung(ST)","MMR005004","Shwebo","Kyaukmyaung(ST)","2","Yes - some difficulty",NA,NA,NA,NA,1,1,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","AREA # 050301","Sagaing","Monywa","Monywa","MMR005012","Monywa","Monywa","1","No - no difficulty",710,1923,2408,2173,2150,2325,2223,2171,2152,1817,1477,1171,1154,1063,761,584,370,215,116,68,61,33,47,29,31,34,14,19,18,12,25,9,18,11,14,18,14,17,11,13,13,6,10,13,2,4,11,6,5,4,9,4,9,7,5,10,6,5,9,4,9,5,6,1,3,7,3,2,2,1,9,NA,3,3,2,4,NA,3,1,NA,4,1,1,1,2,4
"224","AREA # 050301","Sagaing","Monywa","Monywa","MMR005012","Monywa","Monywa","2","Yes - some difficulty",NA,2,2,1,NA,2,4,1,3,2,6,4,9,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA
"225","AREA # 050301","Sagaing","Monywa","Monywa","MMR005012","Monywa","Monywa","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","AREA # 050301","Sagaing","Monywa","Monywa","MMR005012","Monywa","Monywa","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"227","AREA # 050302","Sagaing","Monywa","Butalin","MMR005013","Budalin","Butalin","1","No - no difficulty",381,1043,1142,1001,1098,1074,1077,1029,1001,672,491,371,314,249,165,109,54,40,22,10,12,10,6,9,15,5,4,2,6,5,1,4,7,1,1,6,4,1,4,2,3,1,1,1,1,2,NA,NA,4,NA,3,NA,3,NA,2,1,NA,NA,1,1,1,NA,1,1,2,1,1,NA,1,1,1,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"228","AREA # 050302","Sagaing","Monywa","Butalin","MMR005013","Budalin","Butalin","2","Yes - some difficulty",NA,1,NA,1,1,1,NA,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","AREA # 050302","Sagaing","Monywa","Butalin","MMR005013","Budalin","Butalin","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","AREA # 050302","Sagaing","Monywa","Butalin","MMR005013","Budalin","Butalin","4","Yes - cannot see at all",NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","AREA # 050303","Sagaing","Monywa","Ayartaw","MMR005014","Ayadaw","Ayartaw","1","No - no difficulty",507,1094,1337,1172,1244,1263,1205,1237,1081,734,507,385,346,272,160,102,45,35,24,15,20,16,14,8,4,15,3,3,8,6,5,6,4,2,8,6,NA,2,3,1,6,2,1,NA,2,3,1,2,3,NA,3,3,1,3,1,NA,1,2,2,1,1,1,3,1,2,6,1,2,NA,1,2,NA,NA,1,1,2,NA,2,2,1,1,NA,2,NA,1,NA
"232","AREA # 050303","Sagaing","Monywa","Ayartaw","MMR005014","Ayadaw","Ayartaw","2","Yes - some difficulty",2,NA,NA,NA,1,1,2,NA,1,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"233","AREA # 050303","Sagaing","Monywa","Ayartaw","MMR005014","Ayadaw","Ayartaw","3","Yes - a lot of difficulty",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"234","AREA # 050303","Sagaing","Monywa","Ayartaw","MMR005014","Ayadaw","Ayartaw","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","AREA # 050304","Sagaing","Monywa","Chaung Oo","MMR005015","Chaung-U","Chaung Oo","1","No - no difficulty",282,700,784,696,698,693,679,647,609,493,401,269,243,222,138,107,53,41,25,5,10,7,4,8,6,11,3,8,6,1,6,4,3,3,5,2,3,2,5,1,9,NA,2,3,1,5,NA,NA,3,1,1,1,1,NA,NA,3,NA,1,1,1,1,NA,NA,1,2,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,2,1,NA,1,NA,1,NA,NA,1
"236","AREA # 050304","Sagaing","Monywa","Chaung Oo","MMR005015","Chaung-U","Chaung Oo","2","Yes - some difficulty",NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","AREA # 050304","Sagaing","Monywa","Chaung Oo","MMR005015","Chaung-U","Chaung Oo","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","AREA # 050304","Sagaing","Monywa","Chaung Oo","MMR005015","Chaung-U","Chaung Oo","4","Yes - cannot see at all",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","AREA # 050401","Sagaing","Katha","Katha","MMR005020","Katha","Katha","2","Yes - some difficulty",NA,NA,3,NA,2,NA,1,NA,1,2,NA,4,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","AREA # 050401","Sagaing","Katha","Katha","MMR005020","Katha","Katha","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","AREA # 050401","Sagaing","Katha","Katha","MMR005020","Katha","Katha","1","No - no difficulty",637,1524,1692,1647,1655,1701,1533,1663,1463,1084,728,554,400,341,206,141,85,54,41,16,24,12,13,9,7,11,6,9,4,7,6,4,1,4,6,7,4,3,4,5,2,5,4,1,1,2,3,NA,NA,2,NA,2,NA,3,1,1,NA,1,1,1,4,1,NA,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,2
"242","AREA # 050402","Sagaing","Katha","Indaw","MMR005021","Indaw","Indaw","1","No - no difficulty",427,1070,1286,1259,1249,1193,1009,1167,1001,789,535,458,340,266,178,108,81,37,14,18,15,8,9,11,8,12,7,10,4,4,4,4,6,5,3,1,2,3,3,3,5,6,3,2,1,1,1,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,2,3,1,2,NA,NA,1,1,2,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA
"243","AREA # 050402","Sagaing","Katha","Indaw","MMR005021","Indaw","Indaw","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","AREA # 050402","Sagaing","Katha","Indaw","MMR005021","Indaw","Indaw","2","Yes - some difficulty",NA,1,1,3,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","AREA # 050402","Sagaing","Katha","Indaw","MMR005021","Indaw","Indaw","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","AREA # 050403","Sagaing","Katha","Tigyaing","MMR005022","Tigyaing","Tigyaing","1","No - no difficulty",412,976,1200,1121,1204,1149,1067,1049,910,655,466,327,300,215,154,110,58,39,21,15,15,9,7,6,7,9,7,5,3,4,4,1,2,2,3,2,2,1,1,1,NA,1,NA,1,NA,3,1,2,1,1,3,2,2,NA,NA,5,NA,1,1,1,2,2,4,2,NA,3,NA,1,NA,1,2,2,NA,1,NA,NA,NA,2,1,1,NA,1,NA,1,NA,NA
"247","AREA # 050403","Sagaing","Katha","Tigyaing","MMR005022","Tigyaing","Tigyaing","2","Yes - some difficulty",NA,1,NA,NA,1,NA,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","AREA # 050403","Sagaing","Katha","Tigyaing","MMR005022","Tigyaing","Tigyaing","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","AREA # 050404","Sagaing","Katha","Banmauk","MMR005023","Banmauk","Banmauk","1","No - no difficulty",410,1037,1159,1160,1109,1158,1032,1018,894,647,389,314,233,168,113,77,56,32,22,15,10,5,4,9,4,6,4,NA,2,3,5,3,3,4,3,NA,NA,1,2,4,1,NA,1,NA,1,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"250","AREA # 050404","Sagaing","Katha","Banmauk","MMR005023","Banmauk","Banmauk","2","Yes - some difficulty",NA,NA,1,1,2,NA,1,NA,1,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","AREA # 050404","Sagaing","Katha","Banmauk","MMR005023","Banmauk","Banmauk","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","AREA # 050405","Sagaing","Katha","Kawlin","MMR005024","Kawlin","Kawlin","2","Yes - some difficulty",NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","AREA # 050405","Sagaing","Katha","Kawlin","MMR005024","Kawlin","Kawlin","3","Yes - a lot of difficulty",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","AREA # 050405","Sagaing","Katha","Kawlin","MMR005024","Kawlin","Kawlin","1","No - no difficulty",479,1054,1131,1130,1149,1218,1109,1101,956,719,509,391,364,278,164,118,57,47,29,19,19,6,8,6,5,10,6,4,9,4,9,2,3,4,1,7,4,3,3,4,3,4,1,2,1,NA,2,3,1,NA,3,1,1,1,1,2,2,3,2,2,1,2,NA,2,1,NA,NA,2,1,NA,NA,2,1,2,NA,1,NA,NA,NA,2,1,NA,1,NA,NA,NA
"255","AREA # 050406","Sagaing","Katha","Wuntho","MMR005025","Wuntho","Wuntho","1","No - no difficulty",256,595,660,633,673,675,556,525,526,381,271,252,176,166,103,67,45,33,23,7,9,5,6,4,3,7,1,2,3,3,1,3,1,1,NA,2,NA,NA,2,2,2,2,1,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","AREA # 050406","Sagaing","Katha","Wuntho","MMR005025","Wuntho","Wuntho","2","Yes - some difficulty",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","AREA # 050407","Sagaing","Katha","Pinlebu","MMR005026","Pinlebu","Pinlebu","2","Yes - some difficulty",NA,1,NA,NA,1,1,1,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"258","AREA # 050407","Sagaing","Katha","Pinlebu","MMR005026","Pinlebu","Pinlebu","3","Yes - a lot of difficulty",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","AREA # 050407","Sagaing","Katha","Pinlebu","MMR005026","Pinlebu","Pinlebu","1","No - no difficulty",529,981,1138,1062,1046,1069,880,882,694,548,388,306,241,176,102,76,35,24,18,15,19,12,5,4,7,5,3,4,2,4,1,3,4,3,2,2,2,2,NA,3,4,1,1,2,NA,3,1,4,2,1,3,NA,1,NA,2,1,NA,1,2,NA,1,2,1,NA,NA,NA,1,2,NA,1,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"260","AREA # 050501","Sagaing","Kalay","Kalay","MMR005027","Kale","Kalay","3","Yes - a lot of difficulty",1,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","AREA # 050501","Sagaing","Kalay","Kalay","MMR005027","Kale","Kalay","4","Yes - cannot see at all",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","AREA # 050501","Sagaing","Kalay","Kalay","MMR005027","Kale","Kalay","1","No - no difficulty",1101,2852,3262,3158,3204,3183,3017,3207,3037,2457,1834,1661,1385,1161,716,486,280,193,111,86,42,41,42,36,28,28,18,26,21,13,16,14,9,6,7,11,3,10,7,3,10,5,7,9,4,4,2,5,5,4,5,2,5,8,1,7,1,1,1,3,6,4,2,2,2,3,1,2,4,4,3,2,1,4,1,4,1,NA,1,2,NA,1,1,NA,NA,NA
"263","AREA # 050501","Sagaing","Kalay","Kalay","MMR005027","Kale","Kalay","2","Yes - some difficulty",3,NA,2,NA,2,2,2,2,4,8,6,3,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"264","AREA # 050502","Sagaing","Kalay","Kalewa","MMR005028","Kalewa","Kalewa","2","Yes - some difficulty",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","AREA # 050502","Sagaing","Kalay","Kalewa","MMR005028","Kalewa","Kalewa","1","No - no difficulty",199,533,539,499,510,531,555,494,428,313,254,161,132,116,49,28,20,12,11,7,3,3,3,3,2,NA,NA,1,1,2,2,2,2,NA,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","AREA # 050503","Sagaing","Kalay","Mingin","MMR005029","Mingin","Mingin","1","No - no difficulty",485,916,1030,871,999,953,878,917,894,687,529,393,352,255,188,116,71,37,26,9,9,11,9,7,4,3,8,4,2,10,3,2,5,2,5,4,3,2,3,7,3,2,NA,3,1,2,3,4,1,1,NA,1,3,1,2,NA,NA,1,NA,NA,1,NA,1,2,NA,1,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
