"","Ts","AreaCode","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"68","Loikaw","AREA # 020101","2","Yes - some difficulty","1","1","4","1","-","3","1","3","3","4","4","8","4","2","3","-","2","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","1"
"69","Loikaw","AREA # 020101","3","Yes - a lot of difficulty","-","-","1","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"70","Loikaw","AREA # 020101","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"71","Dimawso","AREA # 020102","1","No - no difficulty","372","896","918","1003","936","1000","866","816","778","629","502","389","258","198","125","95","36","31","13","13","12","7","7","4","4","3","3","1","2","2","1","2","1","3","4","1","2","1","-","-","1","-","-","-","-","2","2","-","1","-","3","-","1","1","-","-","-","-","-","1","1","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-"
"72","Dimawso","AREA # 020102","2","Yes - some difficulty","-","-","-","2","6","1","1","3","1","3","5","2","-","2","3","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"73","Dimawso","AREA # 020102","3","Yes - a lot of difficulty","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"74","Dimawso","AREA # 020102","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"75","Phruso","AREA # 020103","1","No - no difficulty","121","277","293","332","335","322","301","278","243","188","130","121","77","67","37","20","8","8","4","5","5","3","2","3","1","1","1","1","2","-","-","2","-","-","-","-","-","2","-","2","-","-","-","1","-","1","-","2","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"76","Phruso","AREA # 020103","2","Yes - some difficulty","-","1","-","1","1","1","-","-","-","1","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"77","Shardaw","AREA # 020104","1","No - no difficulty","32","82","76","86","68","78","56","54","42","39","20","15","11","12","1","2","3","3","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"78","Shardaw","AREA # 020104","2","Yes - some difficulty","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"79","Bawlakhe","AREA # 020201","1","No - no difficulty","23","76","71","74","73","75","72","73","60","50","36","36","15","17","8","8","5","-","1","1","-","1","-","1","-","1","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"80","Bawlakhe","AREA # 020201","2","Yes - some difficulty","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"81","Parsaung","AREA # 020202","1","No - no difficulty","86","228","219","248","211","224","190","204","198","173","134","108","71","50","20","22","14","7","3","2","-","1","-","2","2","2","1","-","-","-","3","-","1","1","1","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"82","Parsaung","AREA # 020202","2","Yes - some difficulty","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"83","Parsaung","AREA # 020202","3","Yes - a lot of difficulty","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"84","Meisi","AREA # 020203","1","No - no difficulty","38","65","61","63","65","81","67","58","38","32","28","23","13","8","8","5","3","1","1","-","1","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"85","Meisi","AREA # 020203","2","Yes - some difficulty","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"86","Ywathit(ST)","AREA # 020251","1","No - no difficulty","8","14","15","21","18","23","25","22","19","10","7","6","8","1","2","5","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"87","Hpa-an","AREA # 030101","1","No - no difficulty","1169","3589","3985","4154","3933","4490","3951","4238","3826","3000","2227","1497","1098","889","654","442","264","155","87","50","45","35","27","22","21","29","17","16","15","15","17","12","8","10","7","14","10","9","9","8","8","7","11","8","6","15","4","3","5","6","4","3","1","5","3","6","2","2","3","2","1","5","4","1","3","2","-","1","1","4","5","-","-","-","-","1","-","1","1","-","-","4","-","1","-","1"
"88","Hpa-an","AREA # 030101","2","Yes - some difficulty","3","3","5","5","7","5","7","15","8","10","13","16","9","4","2","4","2","5","1","3","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","1","1","1","-","-","-","-","-","-","-","2","2","1","-","-","-","-","-","-","-","-","1","1","-","1","-","-","-","1","1","-","1","-","-","1","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-"
"89","Hpa-an","AREA # 030101","3","Yes - a lot of difficulty","-","-","-","1","-","1","1","1","1","-","-","-","1","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"90","Hpa-an","AREA # 030101","4","Yes - cannot see at all","1","1","-","1","-","-","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"91","Hlaingbwe","AREA # 030102","1","No - no difficulty","417","1253","1614","1670","1658","1722","1666","1655","1379","1055","752","433","281","206","159","82","54","43","31","17","14","7","5","7","4","8","5","7","4","6","8","6","4","3","3","2","2","7","3","6","4","3","1","2","1","4","-","2","1","2","2","2","4","1","2","2","-","-","1","2","2","1","2","1","1","2","-","1","-","2","-","1","-","1","-","1","-","1","-","-","-","-","-","1","-","-"
"92","Hlaingbwe","AREA # 030102","2","Yes - some difficulty","-","-","1","3","1","2","1","3","4","1","1","3","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","1","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-"
"93","Hlaingbwe","AREA # 030102","3","Yes - a lot of difficulty","-","1","1","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"94","Hlaingbwe","AREA # 030102","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"95","Thandaunggyi","AREA # 030103","1","No - no difficulty","125","292","336","332","295","351","280","294","295","281","202","214","150","129","82","51","31","17","6","6","3","3","3","5","1","3","-","1","-","-","1","2","2","-","-","1","1","1","2","-","-","-","-","-","-","-","1","-","-","1","-","-","-","1","-","1","-","-","-","-","3","-","-","-","1","1","1","1","-","1","-","-","2","-","1","-","-","-","1","-","-","-","-","-","-","-"
"96","Thandaunggyi","AREA # 030103","2","Yes - some difficulty","-","-","-","2","-","1","-","2","1","3","-","2","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"97","Thandaunggyi","AREA # 030103","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"98","Thandaunggyi","AREA # 030103","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"99","Paingkyon(ST)","AREA # 030151","1","No - no difficulty","250","547","698","758","754","934","776","778","667","452","356","183","151","116","59","36","27","26","13","6","6","6","3","2","3","3","2","3","1","-","-","1","2","3","1","3","-","-","-","1","2","-","2","-","2","-","1","1","1","2","-","2","1","1","1","1","1","-","1","-","2","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-"
"100","Paingkyon(ST)","AREA # 030151","2","Yes - some difficulty","-","1","3","1","2","-","2","1","2","2","1","3","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","2"
"101","Paingkyon(ST)","AREA # 030151","3","Yes - a lot of difficulty","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"102","Paingkyon(ST)","AREA # 030151","4","Yes - cannot see at all","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"103","Shan Ywathit(ST)","AREA # 030152","1","No - no difficulty","20","64","101","128","129","160","118","123","107","77","54","35","24","20","5","9","3","3","1","3","-","-","1","1","-","-","-","1","-","-","1","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"104","Leiktho(ST)","AREA # 030153","1","No - no difficulty","242","546","543","560","527","553","450","467","405","335","211","195","142","99","62","29","5","11","6","2","5","-","-","-","2","2","1","1","1","-","-","-","1","-","-","-","-","-","-","-","1","-","-","1","1","-","-","1","2","-","-","-","1","-","-","2","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-"
"105","Leiktho(ST)","AREA # 030153","2","Yes - some difficulty","-","2","2","1","2","4","2","4","2","2","2","1","2","3","4","1","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"106","Leiktho(ST)","AREA # 030153","3","Yes - a lot of difficulty","-","-","1","-","1","-","1","-","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"107","Leiktho(ST)","AREA # 030153","4","Yes - cannot see at all","-","-","-","-","1","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
